order,name,type,varlab,table_name,usecols
79,wb6,double,孩子能否说完整句子,child2012,1
80,wb601,double,孩子几个月能说完整句子,child2012,1
81,wb7,double,孩子能否数1-10,child2012,1
82,wb701,double,孩子几个月能数1-10,child2012,1
83,wb8,double,孩子能否独立小便,child2012,1
84,wb801,double,孩子几个月能独立小便,child2012,1
85,wc0,double,过去一个月孩子是否生病,child2012,1
86,wc1,double,过去一个月孩子生病几次,child2012,1
87,wc101,double,过去一个月孩子因病去医院几次,child2012,1
88,wc2,double,孩子1岁前生病几次,child2012,1
89,wc201,double,孩子1岁前去医院几次,child2012,1
90,wc3,double,孩子生病一般如何处理,child2012,1
91,wc4_1,double,过去一年孩子是否因病去过医院,child2012,1
92,wc4,double,过去一年孩子因病去医院几次,child2012,1
93,wc401,double,过去一年孩子是否因病住院,child2012,1
94,wc501,str8,孩子最严重疾病的编码,child2012,1
95,wc501code,str16,最严重疾病的编码,child2012,1
96,wc501_2010,str8,出生至今孩子最严重疾病的编码,child2012,1
97,wc501_2010code,str16,出生至今孩子最严重疾病的编码,child2012,1
98,wc7,double,过去一年孩子患病花费(元),child2012,1
99,wc701,double,过去一年孩子患病自付(元),child2012,1
100,wc9l,double,孩子左眼视力,child2012,1
101,wc9r,double,孩子右眼视力,child2012,1
102,wd2,double,希望孩子受教育程度,child2012,1
103,wd5total_m,double,过去一年教育总支出(元),child2012,1
104,wd6total_m,double,过去一年家庭外教育费(元),child2012,1
105,wf3m,double,孩子是否正在上学,child2012,1
106,wf301m,double,上哪级学校,child2012,1
107,wf303,double,哪年开始上,child2012,1
108,wf311,double,如何入读该校,child2012,1
109,wf312,double,是否缴纳赞助费或借读费,child2012,1
110,wf313,double,为入学改户口/住地,child2012,1
111,wf314,double,如何变更居住地,child2012,1
112,wf309a,double,孩子上学几点起床,child2012,1
113,wf309b,double,孩子上学几分起床,child2012,1
114,wf310a,double,孩子上学几点睡觉,child2012,1
115,wf310b,double,孩子上学几分睡觉,child2012,1
116,wf110,double,是否区别幼儿园与学前班,child2012,1
117,wf111,double,确认上幼儿园还是学前班,child2012,1
118,wf112,double,幼儿园/学前班的类型,child2012,1
119,wf113,double,谁最主要接送孩子,child2012,1
120,wf107,double,最近一个月交幼儿园费用,child2012,1
121,wf101,double,孩子是否曾经上幼儿园,child2012,1
122,wf102ay,double,孩子上幼儿园起始时间(年),child2012,1
123,wf102am,double,孩子上幼儿园起始时间(月),child2012,1
124,wf102by,double,孩子上幼儿园结束时间(年),child2012,1
125,wf102bm,double,孩子上幼儿园结束时间(月),child2012,1
126,wf302,double,孩子正上几年级,child2012,1
127,wf311m,double,孩子的学校地属于,child2012,1
128,wf312m,double,孩子学校是否示范/重点,child2012,1
129,wf313m,double,孩子学校的类型,child2012,1
130,wf306,double,孩子是否在重点班,child2012,1
131,wf501,double,孩子语文成绩如何,child2012,1
132,wf502,double,数学成绩如何,child2012,1
133,wf601m,double,为孩子学习放弃看电视,child2012,1
134,wf602m,double,常与孩子谈学校里的事,child2012,1
135,wf603m,double,要求孩子完成作业,child2012,1
136,wf604m,double,检查孩子作业,child2012,1
137,wf605m,double,阻止孩子看电视,child2012,1
138,wf606m,double,限制孩子看的节目,child2012,1
139,wf701,double,您期望孩子的成绩,child2012,1
140,wf702m,double,孩子成绩不如意您怎么做,child2012,1
141,wf801,double,孩子学习很努力,child2012,1
142,wf801dk,double,回答不知道的原因,child2012,1
143,wf802,double,孩子完成作业后会检查,child2012,1
144,wf802dk,double,回答不知道的原因,child2012,1
145,wf803,double,孩子完成作业后才玩,child2012,1
146,wf803dk,double,回答不知道的原因,child2012,1
147,wf804,double,孩子做事时注意力集中,child2012,1
148,wf804dk,double,回答不知道的原因,child2012,1
149,wf805,double,孩子遵规守纪,child2012,1
150,wf805dk,double,回答不知道的原因,child2012,1
151,wf806,double,一旦开始就必须完成,child2012,1
152,wf806dk,double,回答不知道的原因,child2012,1
153,wf807,double,孩子喜欢把物品摆放整齐,child2012,1
154,wf807dk,double,回答不知道的原因,child2012,1
155,wg2,double,孩子是否参加辅导班,child2012,1
156,kz1_b_1,double,家长代答部分：    问卷主要受访者,child2012,1
157,kz201_b_1,double,家长代答部分：    理解能力,child2012,1
158,kz207_b_1,double,家长代答部分：    智力水平,child2012,1
159,kz209_b_1,double,家长代答部分：    对调查的兴趣,child2012,1
160,kz211_b_1,double,家长代答部分：    回答可信程度,child2012,1
161,wa105a,double,孩子现在是否吃母乳,child2012,1
162,wa105b,double,孩子出生至今共吃几月母乳,child2012,1
163,wc6,double,孩子是否因伤残疾,child2012,1
164,wc601a,str6,孩子残疾类型,child2012,1
165,wc801m,double,孩子是否有社会医保,child2012,1
166,wc802,double,过去一年孩子商业医保费(元),child2012,1
167,wd1,double,希望孩子从事哪类职业,child2012,1
168,wd4,double,是否为孩子教育存钱,child2012,1
169,wd401,double,孩子教育款是否存银行,child2012,1
170,wd402,double,过去一年为孩子教育存几元,child2012,1
171,wd508,double,过去一年保姆费(元),child2012,1
172,wd507,double,过去一年托儿费(元),child2012,1
173,wd501,double,学杂费(元),child2012,1
174,wd502a,double,教材、参考书、课外书费(元),child2012,1
175,wd511,double,教育软件费(元),child2012,1
176,wd505m,double,学习所用交通费(元),child2012,1
177,wd512,double,择校/赞助费(元),child2012,1
178,wd513,double,在校伙食费(元),child2012,1
179,wd504,double,全年住宿费(元),child2012,1
180,wd503m,double,课外辅导费(元),child2012,1
181,wd577,double,其他费用(元),child2012,1
182,wd5total,double,过去一年教育总支出：系统自动加总(元),child2012,1
183,wd5ckp,double,由您家庭支付了多少(元),child2012,1
184,wd601,double,亲友赠款(元),child2012,1
185,wd606,double,借贷款(元),child2012,1
186,wd602,double,孩子奖学金(元),child2012,1
187,wd603,double,孩子学杂费减免(元),child2012,1
188,wd604,double,过去一年孩子获得的助学金(元),child2012,1
189,wd605,double,过去一年孩子获得的实习兼职收入(元),child2012,1
190,wd677,double,其他资助(元),child2012,1
191,wd6total,double,过去一年家庭外教育费：系统自动加总(元),child2012,1
192,wd6ckp,double,确认过去一年家庭外教育费,child2012,1
193,we101,double,离婚对孩子有害,child2012,1
194,we101dk,double,不知道的原因,child2012,1
195,we102,double,为孩子不幸福也不应离婚,child2012,1
196,we102dk,double,不知道的原因,child2012,1
197,we103,double,应节衣缩食支付教育费,child2012,1
198,we103dk,double,不知道的原因,child2012,1
199,we104,double,成绩好坏父母有责,child2012,1
200,we104dk,double,不知道的原因,child2012,1
201,we105,double,经济自立父母有责,child2012,1
202,we105dk,double,不知道的原因,child2012,1
203,we106,double,孩子家庭和睦父母有责,child2012,1
204,we106dk,double,不知道的原因,child2012,1
205,we107,double,感情幸福父母有责,child2012,1
206,we107dk,double,不知道的原因,child2012,1
207,we108,double,遭遇车祸父母有责,child2012,1
208,we108dk,double,不知道的原因,child2012,1
209,we201,double,为了年老时有人帮助,child2012,1
210,we201dk,double,不知道的原因,child2012,1
211,we202,double,为了延续家族香火,child2012,1
212,we202dk,double,不知道的原因,child2012,1
213,we203,double,为从经济上帮助家庭,child2012,1
214,we203dk,double,不知道的原因,child2012,1
215,we204,double,为看孩子长大的喜悦,child2012,1
216,we204dk,double,不知道的原因,child2012,1
217,we205,double,为子女在身边的快乐,child2012,1
218,we205dk,double,不知道的原因,child2012,1
219,we206,double,为感受有宝宝的喜悦,child2012,1
220,we206dk,double,不知道的原因,child2012,1
221,we207,double,为使家庭更重要,child2012,1
222,we207dk,double,不知道的原因,child2012,1
223,we208,double,为增强责任心,child2012,1
224,we208dk,double,不知道的原因,child2012,1
225,we209,double,为增加亲属联系,child2012,1
226,we209dk,double,不知道的原因,child2012,1
227,we301,double,孩子生性乐观,child2012,1
228,we301dk,double,不知道的原因,child2012,1
229,we302,double,孩子会等着轮到自己,child2012,1
230,we302dk,double,不知道的原因,child2012,1
231,we303,double,孩子做事仔细有条理,child2012,1
232,we303dk,double,不知道的原因,child2012,1
233,we304,double,孩子好奇有探索精神,child2012,1
234,we304dk,double,不知道的原因,child2012,1
235,we305,double,孩子不冲动,child2012,1
236,we305dk,double,不知道的原因,child2012,1
237,we306,double,孩子与同龄人相处和睦,child2012,1
238,we306dk,double,不知道的原因,child2012,1
239,we307,double,孩子能容忍同龄人的错误,child2012,1
240,we307dk,double,不知道的原因,child2012,1
241,we308,double,孩子喜欢帮助他人,child2012,1
242,we308dk,double,不知道的原因,child2012,1
243,we309,double,孩子按您说的做,child2012,1
244,we309dk,double,不知道的原因,child2012,1
245,we310,double,孩子容易克服烦躁,child2012,1
246,we310dk,double,不知道的原因,child2012,1
247,we311,double,孩子受其他同龄人喜欢,child2012,1
248,we311dk,double,不知道的原因,child2012,1
249,we312,double,孩子尽量自己独立做事,child2012,1
250,we312dk,double,不知道的原因,child2012,1
251,we401,double,家庭社会地位,child2012,1
252,we402,double,家庭经济条件,child2012,1
253,we403,double,孩子的受教育程度,child2012,1
254,we404,double,孩子的天赋,child2012,1
255,we405,double,孩子的努力程度,child2012,1
256,we406,double,孩子的运气,child2012,1
257,we407,double,家里有关系,child2012,1
258,wz301,double,父母关心孩子教育,child2012,1
259,wz302,double,父母主动与孩子沟通交流,child2012,1
260,wf104m,double,住地到学校多远,child2012,1
261,wf307m,double,孩子上学的交通工具,child2012,1
262,wf308,double,孩子上学需几分钟,child2012,1
263,wf4_s_1,double,谁辅导孩子作业,child2012,1
264,wf4_s_2,double,谁辅导孩子作业,child2012,1
265,wf4_s_3,double,谁辅导孩子作业,child2012,1
266,wf4_s_4,double,谁辅导孩子作业,child2012,1
267,wf4_s_5,double,谁辅导孩子作业,child2012,1
268,wf401_a_1,double,每周花几小时辅导作业,child2012,1
269,wf401_a_2,double,每周花几小时辅导作业,child2012,1
270,wf401_a_3,double,每周花几小时辅导作业,child2012,1
271,wf401_a_4,double,每周花几小时辅导作业,child2012,1
272,wf401_a_5,double,每周花几小时辅导作业,child2012,1
273,wf401_a_6,double,每周花几小时辅导作业,child2012,1
274,wf401_a_7,double,每周花几小时辅导作业,child2012,1
275,wf401_a_8,double,每周花几小时辅导作业,child2012,1
276,wf401_a_9,double,每周花几小时辅导作业,child2012,1
277,wf401_a_10,double,每周花几小时辅导作业,child2012,1
278,wf401_a_31,double,每周花几小时辅导作业,child2012,1
279,wf106,double,上幼儿园/学前班的方式,child2012,1
280,wf112a,double,哪种公办园,child2012,1
281,wf112b,double,哪种民办园,child2012,1
282,wf304s,double,孩子的学校能否寄宿,child2012,1
283,wf304,double,孩子是否寄宿,child2012,1
284,wf304a,double,寄宿时1月回家几次,child2012,1
285,wg203m_s_1,double,参加了哪些辅导班,child2012,1
286,wg203m_s_2,double,参加了哪些辅导班,child2012,1
287,wg203m_s_3,double,参加了哪些辅导班,child2012,1
288,wg203m_s_4,double,参加了哪些辅导班,child2012,1
289,wg204_a_1,double,每周上该辅导班几小时,child2012,1
290,wg204_a_2,double,每周上该辅导班几小时,child2012,1
291,wg204_a_3,double,每周上该辅导班几小时,child2012,1
292,wg204_a_4,double,每周上该辅导班几小时,child2012,1
293,wg204_a_5,double,每周上该辅导班几小时,child2012,1
294,wg204_a_6,double,每周上该辅导班几小时,child2012,1
295,wg301,double,给孩子讲故事频率,child2012,1
296,wg302,double,给孩子买书的频率,child2012,1
297,wg303,double,带孩子出游的频率,child2012,1
298,wg304,double,帮孩子识数的频率,child2012,1
299,wg308,double,帮孩子识字的频率,child2012,1
300,wg305,double,教孩子辨认色彩的频率,child2012,1
301,wg306,double,教孩子辨认形状的频率,child2012,1
302,kz101_s_1,double,家长代答部分：    参访家庭成员,child2012,1
303,kz101_s_2,double,家长代答部分：    参访家庭成员,child2012,1
304,kz102_s_1,double,家长代答部分：    家庭成员之外谁在场,child2012,1
305,kz102_s_2,double,家长代答部分：    家庭成员之外谁在场,child2012,1
306,kz102_s_3,double,家长代答部分：    家庭成员之外谁在场,child2012,1
307,kz103_b_1,double,家长代答部分：    访问使用的主要语言,child2012,1
308,kz202_b_1,double,家长代答部分：    健康状况,child2012,1
309,kz203_b_1,double,家长代答部分：    衣装整洁程度,child2012,1
310,kz204_b_1,double,家长代答部分：    外貌,child2012,1
311,kz205_b_1,double,家长代答部分：    普通话熟练程度,child2012,1
312,kz206_b_1,double,家长代答部分：    对调查的配合程度,child2012,1
313,kz208_b_1,double,家长代答部分：    待人接物水平,child2012,1
314,kz210_b_1,double,家长代答部分：    对调查的疑虑,child2012,1
315,kz212_b_1,double,家长代答部分：    语言表达能力,child2012,1
316,kz5_b_1,double,家长代答部分：    急于结束调查的程度,child2012,1
317,wh0_b_2,double,是否同意录音,child2012,1
318,wc01,double,现在在上学吗,child2012,1
319,wc01ckp1,double,确认上次的上学信息,child2012,1
320,wc01ckp2,double,再次确认是否在上学,child2012,1
321,wc01ckp3,double,那时是否在上学,child2012,1
322,kra1,double,是全日制还是在职学生,child2012,1
323,kra2,double,目前就读学校所在地,child2012,1
324,kr1,double,现在上哪个阶段,child2012,1
325,kr1ckp1,double,核对上次上学信息,child2012,1
326,kr1ckp2,double,上次上学阶段,child2012,1
327,kr1ckp3,double,核对上次最高学历,child2012,1
328,kr1ckp4,double,上次最高学历,child2012,1
329,kr2,double,现在上的是哪类小学,child2012,1
330,kr201,double, 从哪年起就读该小学,child2012,1
331,kr3,double,现在上哪类初中,child2012,1
332,kr301,double,初中所学专业,child2012,1
333,kr302,double,哪年起读就当前初中,child2012,1
334,kr4,double, 现上哪类高中,child2012,1
335,kra401,double,高中所学专业,child2012,1
336,kra402,double,哪年起就当前高中,child2012,1
337,kr420,double, 你们班级多少人,child2012,1
338,kr420a,double, 你们年级多少人,child2012,1
339,kr425,double, 你的班级排名,child2012,1
340,kr426,double, 你的年级排名,child2012,1
341,kr430,double, 你是否曾请假旷课,child2012,1
342,kr431,double, 请假旷课的主因,child2012,1
343,kr432,double, 你一共请假和旷课几次,child2012,1
344,kr5m,double,你上哪类大专,child2012,1
345,kr501,double,大专专业是什么学科,child2012,1
346,kr502,double, 从哪年起读大专,child2012,1
347,kr6m,double,现在上哪类本科,child2012,1
348,kra601,double,本科专业是什么学科,child2012,1
349,kra602,double, 从哪年起读本科,child2012,1
350,kra604,double,你们专业同届有几人,child2012,1
351,kra605,double, 上学期你的本专业排名,child2012,1
352,kr701,double, 硕士专业是什么学科,child2012,1
353,kr702,double,从哪年起读硕士,child2012,1
354,kr801m,double, 博士专业是什么学科,child2012,1
355,kr802,double,从哪年起读博士,child2012,1
356,ks1,double,上学期是否担任学生干部,child2012,1
357,ks102b,double,担任的最高职务级别,child2012,1
358,ks2,double,是否参加学生社团,child2012,1
359,ks201,double,参加了几个社团,child2012,1
360,ks202,double,是否担任社团干部,child2012,1
361,ks3m,double,与同学交谈的语言,child2012,1
362,ks4,double,学习好天赋占的比例,child2012,1
363,ks501,double,学业,child2012,1
364,ks502,double,压力,child2012,1
365,ks503,double,有多优秀,child2012,1
366,ks504,double,适合做学生干部,child2012,1
367,ks601,double,我学习很努力,child2012,1
368,ks602,double,会集中精力学习,child2012,1
369,ks603m,double,会检查学校功课,child2012,1
370,ks604,double,遵守校规校纪,child2012,1
371,ks605,double,把物品摆放整齐,child2012,1
372,ks606m,double,完成学校功课后才玩,child2012,1
373,ks701,double,学校,child2012,1
374,ks702,double,班主任,child2012,1
375,ks703,double,语文老师,child2012,1
376,ks704,double,数学老师,child2012,1
377,ks705,double,外语老师,child2012,1
378,ks8,double,希望的职业类型,child2012,1
379,ks802,double,参加国家公务员考试,child2012,1
380,kw1,double,你的离校阶段,child2012,1
381,kw1ckp1,double,确认上次最高学历,child2012,1
382,kw1ckp2,double,上次最高学历,child2012,1
383,kw2y,double,离开学校（年）,child2012,1
384,kw2m,double,离开学校（月）,child2012,1
385,kc7,double,是否读过小学,child2012,1
386,kw301,double,上哪类小学,child2012,1
387,kw302,double,哪年就读该小学,child2012,1
388,kw303,double,是否小学毕业,child2012,1
389,kc6,double,是否读过初中,child2012,1
390,kw401,double,上哪类初中,child2012,1
391,kw402,double,初中所学专业,child2012,1
392,kw403,double,哪年起入读该初中,child2012,1
393,kw404,double,是否初中毕业,child2012,1
394,kc5,double,是否读过高中,child2012,1
395,kw501,double,上哪类高中,child2012,1
396,kw502,double,高中所学专业,child2012,1
397,kw503,double,哪年起入读该高中,child2012,1
398,kw504,double,是否高中毕业,child2012,1
399,kc4,double,是否读过大专,child2012,1
400,kw601,double,上哪类大专,child2012,1
401,kw602,double,大专专业是什么学科,child2012,1
402,kw603,double,哪年起入读该大专,child2012,1
403,kw604,double,是否大专毕业,child2012,1
404,kc3,double,是否读过本科,child2012,1
405,kw701,double,上哪类本科,child2012,1
406,kw702,double,本科专业是什么学科,child2012,1
407,kw703,double,哪年起入读该本科,child2012,1
408,kw704,double,是否本科毕业,child2012,1
409,kw705,double,是否获得本科学位,child2012,1
410,kc2,double,是否读过硕士,child2012,1
411,kw801,double,读硕士是脱产还是在职,child2012,1
412,kw802,double,硕士专业是什么学科,child2012,1
413,kw803,double,哪年起入读该硕士,child2012,1
414,kw804,double,是否硕士毕业,child2012,1
415,kw805,double,是否获得硕士学位,child2012,1
416,kw901,double,读博士是脱产还是在职,child2012,1
417,kw902,double,博士专业是什么学科,child2012,1
418,kw903,double,哪年起入读该博士,child2012,1
419,kw904,double,是否博士毕业,child2012,1
420,kw905,double,是否获得博士学位,child2012,1
421,kwa1,double, 没毕业的主因,child2012,1
422,kwa2,double, 没升学的主因,child2012,1
423,gender2,double,访员记录孩子的性别,child2012,1
424,wh9,double,最少到哪种教育程度,child2012,1
425,jobblastdate_a_1,double,受雇工作持续时间-1,child2012,1
426,jobblastdate_a_2,double,受雇工作持续时间-2,child2012,1
427,jobblastdate_a_3,double,受雇工作持续时间-3,child2012,1
428,jobc1lastdate_a_1,double,非农自雇持续时间-1,child2012,1
429,jobc2lastdate_a_1,double,家庭帮工持续时间-1,child2012,1
430,jobc2lastdate_a_2,double,家庭帮工持续时间-2,child2012,1
431,jobbcn,double,正在从事受雇工作总数,child2012,1
432,jobc1cn,double,正在从事非农自雇总数,child2012,1
433,jobc2cn,double,正在从事家庭帮工总数,child2012,1
434,qg101,double,现在是否有工作,child2012,1
435,qg102,double,上周是否工作,child2012,1
436,qg103,double,是否有工作,child2012,1
437,qg104y,double,休假或培训年份（年）,child2012,1
438,qg104m,double,休假或培训月份（月）,child2012,1
439,qg105,double,是否回原岗位,child2012,1
440,qg108,double,是否生意淡季,child2012,1
441,qg109,double,是否农闲季节,child2012,1
442,qg106,double,是否找过工作,child2012,1
443,qg107,double,能否在两周内工作,child2012,1
444,qg110,double,不工作的原因,child2012,1
445,qg1011,double,过去是否有工作,child2012,1
446,qg201,double,为自家从事农业生产,child2012,1
447,qg202,double,从事农业生产月份,child2012,1
448,qg203,double,农忙时农业生产天数,child2012,1
449,qg204,double,农忙时农业生产时长(小时）,child2012,1
450,qg205,double,非农忙农业生产天数,child2012,1
451,qg206,double,非农忙农业生产时长（小时）,child2012,1
452,qg301,double,为其他农户做农活,child2012,1
453,qg303,double,为本村农户打工天数,child2012,1
454,qg304,double,每天打工时间(小时),child2012,1
455,qg305,double,共挣多少钱(元),child2012,1
456,qg310,double,打工时间最长的地点,child2012,1
457,qg310ccode,double,持续时间最长一次打工工作所在省份,child2012,1
458,qg401,double,是否从事非农受雇工作,child2012,1
459,qg402,double,共从事几份非农受雇工作,child2012,1
460,qg404,double,2011年最主要工作,child2012,1
461,qg406,double,从事几份其他非农受雇工作,child2012,1
462,qg408_a_1,double,工作地点,child2012,1
463,qg408ccode_a_1,double,工作地点（省）编码,child2012,1
464,qg409_a_1,double,上班地点,child2012,1
465,qg4121y_a_1,double,何时开始工作（年）,child2012,1
466,qg4121m_a_1,double,受雇工作1开始的时间（月）,child2012,1
467,qg4122y_a_1,double,工作持续到何时（年）,child2012,1
468,qg4122m_a_1,double,工作持续到何时（月）,child2012,1
469,qg413_a_1,double,每月工作天数,child2012,1
470,qg414_a_1,double,每天工作时间,child2012,1
471,qg415_s_1,double,现金福利-选择1,child2012,1
472,qg415_s_2,double,现金福利-选择2,child2012,1
473,qg416_a_1,double,每月多少钱,child2012,1
474,qg416_a_2,double,每月多少钱,child2012,1
475,qg416_a_3,double,每月多少钱,child2012,1
476,qg417_a_1,double,过去一年税后工资,child2012,1
477,qg418_a_1_max,double,第1受雇工作的税后年收入(元)-最大值,child2012,1
478,qg418_a_1_min,double,第1受雇工作的税后年收入(元)-最小值,child2012,1
479,qg418est_a_1,double,第1受雇工作的税后年收入(元)-估计值,child2012,1
480,qg419_s_1,double,实物福利-选择1,child2012,1
481,qg419_s_2,double,实物福利-选择2,child2012,1
482,qg419_s_3,double,实物福利-选择3,child2012,1
483,qg420_a_1,double,实物福利值多少钱-免费早中晚餐,child2012,1
484,qg420_a_2,double,实物福利值多少钱-免费住宿,child2012,1
485,qg420_a_3,double,实物福利值多少钱-单位配车/班车,child2012,1
486,qg420_a_4,double,实物福利值多少钱-购物卡/购物券,child2012,1
487,qg420_a_5,double,实物福利值多少钱-其他,child2012,1
488,qg421_s_1,double,保险-选择1,child2012,1
489,qg421_s_2,double,保险-选择2,child2012,1
490,qg422_a_1,double,保险月缴费,child2012,1
491,qg423_a_1,double,收入是否扣除保险,child2012,1
492,qg424_a_1,double,住房公积金,child2012,1
493,qg408_a_2,double,工作地点,child2012,1
494,qg408ccode_a_2,double,工作地点（省）编码_2,child2012,1
495,qg409_a_2,double,上班地点,child2012,1
496,qg4121y_a_2,double,何时开始工作（年）,child2012,1
497,qg4121m_a_2,double,受雇工作2开始的时间（月）,child2012,1
498,qg4122y_a_2,double,工作持续到何时（年）,child2012,1
499,qg4122m_a_2,double,工作持续到何时（月）,child2012,1
500,qg413_a_2,double,每月工作天数,child2012,1
501,qg414_a_2,double,每天工作时间,child2012,1
502,qg415_s_6,double,现金福利-选择1,child2012,1
503,qg415_s_7,double,现金福利-选择2,child2012,1
504,qg415_s_8,double,现金福利-选择3,child2012,1
505,qg415_s_9,double,现金福利-选择4,child2012,1
506,qg415_s_10,double,现金福利-选择5,child2012,1
507,qg416_a_4,double,每月多少钱,child2012,1
508,qg416_a_5,double,每月多少钱,child2012,1
509,qg416_a_6,double,每月多少钱,child2012,1
510,qg417_a_2,double,过去一年税后工资,child2012,1
511,qg418_a_2_max,double,第2受雇工作的税后年收入(元)-最大值,child2012,1
512,qg418_a_2_min,double,第2受雇工作的税后年收入(元)-最小值,child2012,1
513,qg418est_a_2,double,第2受雇工作的税后年收入(元)-估计值,child2012,1
514,qg419_s_7,double,实物福利-选择1,child2012,1
515,qg419_s_8,double,实物福利-选择2,child2012,1
516,qg419_s_9,double,实物福利-选择3,child2012,1
517,qg419_s_10,double,实物福利-选择4,child2012,1
518,qg419_s_11,double,实物福利-选择5,child2012,1
519,qg419_s_12,double,实物福利-选择6,child2012,1
520,qg420_a_6,double,实物福利值多少钱-免费早中晚餐,child2012,1
521,qg420_a_7,double,实物福利值多少钱-免费住宿,child2012,1
522,qg420_a_8,double,实物福利值多少钱-单位配车/班车,child2012,1
523,qg420_a_9,double,实物福利值多少钱-购物卡/购物券,child2012,1
524,qg420_a_10,double,实物福利值多少钱-其他,child2012,1
525,qg421_s_7,double,保险-选择1,child2012,1
526,qg421_s_8,double,保险-选择2,child2012,1
527,qg421_s_9,double,保险-选择3,child2012,1
528,qg421_s_10,double,保险-选择4,child2012,1
529,qg421_s_11,double,保险-选择5,child2012,1
530,qg421_s_12,double,保险-选择6,child2012,1
531,qg422_a_2,double,保险月缴费,child2012,1
532,qg423_a_2,double,收入是否扣除保险,child2012,1
533,qg424_a_2,double,住房公积金,child2012,1
534,qg408_a_3,double,工作地点,child2012,1
535,qg408ccode_a_3,double,工作地点（省）编码_3,child2012,1
536,qg501,double,自己经营工作类型,child2012,1
537,qg502,double,从事个体或私营,child2012,1
538,qg503,double,几项个体或私营,child2012,1
539,qg506,double,几项其他个体或私营经济活动,child2012,1
540,qg508_a_1,double,公司/生意地址,child2012,1
541,qg508ccode_a_1,double,公司/生意的地址是（省）编码_1,child2012,1
542,qg5101y_a_1,double,开始从事这项生意（年）,child2012,1
543,qg5101m_a_1,double,开始从事这项生意（月）,child2012,1
544,qg5102y_a_1,double,生意持续到什么时候（年）,child2012,1
545,qg5102m_a_1,double,生意持续到什么时候（月）,child2012,1
546,qg511_a_1,double,从事个体或私营月份,child2012,1
547,qg512_a_1,double,平均每月工作天数,child2012,1
548,qg513_a_1,double,每天工作时长,child2012,1
549,qg514_s_1,double,是否缴纳保险,child2012,1
550,qg514_s_2,double,是否缴纳保险,child2012,1
551,qg514_s_3,double,是否缴纳保险,child2012,1
552,qg514_s_4,double,是否缴纳保险,child2012,1
553,qg514_s_5,double,是否缴纳保险,child2012,1
554,qg514_s_6,double,是否缴纳保险,child2012,1
555,qg515_a_1,double,缴纳社保金额(元),child2012,1
556,qg516_a_1,double,根据多少收入计算,child2012,1
557,qg601,double,是否为家庭经营帮工,child2012,1
558,qg602,double,几项帮工,child2012,1
559,qg605,double,从事过几项其他帮工,child2012,1
560,qg607_a_1,double,公司/生意地址,child2012,1
561,qg607ccode_a_1,double,省/自治区/直辖市编码,child2012,1
562,qg6101y_a_1,double,何时开始参与生意（年）,child2012,1
563,qg6101m_a_1,double,何时开始参与生意（月）,child2012,1
564,qg6102y_a_1,double,生意持续到何时（年）,child2012,1
565,qg6102m_a_1,double,生意持续到何时（月）,child2012,1
566,qg701,double,最主要工作单位,child2012,1
567,qg702,double,最主要工作,child2012,1
568,qg703,double,公司/单位/生意类型,child2012,1
569,qg704,double,工作场所,child2012,1
570,qg705,double,员工人数,child2012,1
571,qg706,double,是否有直接下属,child2012,1
572,qg707,double,负责管理人数,child2012,1
573,wka101,double,普通话,child2012,1
574,wka102,double,本地话,child2012,1
575,wka103,double,英语,child2012,1
576,wka104,double,其他外语,child2012,1
577,wka106,double,少数民族语言,child2012,1
578,wk2,double,与家人交谈的最主要语言,child2012,1
579,wk5,double,向谁诉说烦恼,child2012,1
580,wk6,double,你和谁在一起,child2012,1
581,wk7m,double,你有零花钱吗,child2012,1
582,wk701m,double,1个月有多少零花钱(元),child2012,1
583,wk702,double,最主要来源是哪里,child2012,1
584,wk703,double,自觉每月几元零花钱合适,child2012,1
585,wk8_s_1,double,你参与过以下活动吗-选择1,child2012,1
586,wk8_s_2,double,你参与过以下活动吗-选择2,child2012,1
587,wk8_s_3,double,你参与过以下活动吗-选择3,child2012,1
588,wk8_s_4,double,你参与过以下活动吗-选择4,child2012,1
589,wk8_s_5,double,你参与过以下活动吗-选择5,child2012,1
590,wk8_s_6,double,你参与过以下活动吗-选择6,child2012,1
591,wk8_s_7,double,你参与过以下活动吗-选择7,child2012,1
592,wk801_a_1,double,活动频率-到KTV唱歌,child2012,1
593,wk801_a_2,double,活动频率-去Disco舞厅,child2012,1
594,wk801_a_3,double,活动频率-喝酒,child2012,1
595,wk801_a_4,double,活动频率-抽烟,child2012,1
596,wk801_a_5,double,活动频率-去网吧玩游戏,child2012,1
597,wk801_a_6,double,活动频率-和同龄朋友/同学一起外出吃饭,child2012,1
598,wk9,double,有恋爱关系吗,child2012,1
599,wka2,double,你长大后想结婚吗,child2012,1
600,wka201,double,希望几岁结婚,child2012,1
601,wka202,double,生几孩合适,child2012,1
602,wka203,double,希望要几个男孩,child2012,1
603,wka204,double,希望要几个女孩,child2012,1
604,wz401_s_1,double,家庭成员之外谁在场,child2012,1
605,wz401_s_2,double,家庭成员之外谁在场,child2012,1
606,wz402,double,可信程度,child2012,1
607,wz403,double,地点,child2012,1
608,wl1,double,自评健康状况,child2012,1
609,wl101,double,孙军/李梅的健康状况评价,child2012,1
610,wl102,double,赵刚/王丽的健康状况评价,child2012,1
611,wl9a,double,左眼裸眼视力,child2012,1
